"nameWithOwner","stars__totalCount","createdAt","contributors","metrics__metric","metrics__value","metrics__bestValue"
"","","","","violations","9","False"
"","","","","sqale_rating","1.0","True"
"","","","","complexity","68",""
"","","","","ncloc_language_distribution","java=69;kotlin=463;xml=117",""
"","","","","functions","26",""
"TonnyL/Spark","615","2017-08-26T11:46:39Z","1","ncloc_language_distribution","kotlin=134;xml=386",""
"","","","","violations","2","False"
"","","","","ncloc","520",""
"","","","","functions","8",""
"","","","","sqale_rating","1.0","True"
"","","","","statements","21",""
"","","","","code_smells","2","False"
"","","","","files","31",""
"","","","","comment_lines_density","6.6","False"
"","","","","complexity","9",""
"","","","","comment_lines","37",""
"","","","","lines","627",""
"Mygod/VPNHotspot","609","2018-01-03T07:38:11Z","4","complexity","1039",""
"","","","","functions","410",""
"","","","","statements","2351",""
"","","","","violations","31","False"
"","","","","ncloc","7870",""
"","","","","ncloc_language_distribution","kotlin=6205;xml=1665",""
"","","","","comment_lines","577",""
"","","","","code_smells","29","False"
"","","","","files","145",""
"","","","","comment_lines_density","6.8","False"
"","","","","sqale_rating","1.0","True"
"","","","","lines","8841",""
"JakeWharton/dex-member-list","607","2015-12-28T08:43:22Z","6","comment_lines_density","1.7","False"
"","","","","code_smells","93","False"
"","","","","sqale_rating","1.0","True"
"","","","","functions","215",""
"","","","","ncloc","4664",""
"","","","","comment_lines","80",""
"","","","","complexity","468",""
"","","","","violations","94","False"
"","","","","lines","5267",""
"","","","","statements","1746",""
"","","","","ncloc_language_distribution","java=68;kotlin=4596",""
"","","","","files","49",""
"libktx/ktx","605","2016-07-01T20:40:59Z","19","ncloc","19763",""
"","","","","comment_lines","4888",""
"","","","","code_smells","1060","False"
"","","","","comment_lines_density","19.8","False"
"","","","","violations","1061","False"
"","","","","sqale_rating","1.0","True"
"","","","","ncloc_language_distribution","kotlin=19737;xml=26",""
"","","","","functions","1605",""
"","","","","statements","7525",""
"","","","","complexity","1861",""
"","","","","lines","23975",""
"","","","","files","131",""
"jasync-sql/jasync-sql","605","2018-08-23T19:28:19Z","46","ncloc_language_distribution","java=570;kotlin=15319;xml=175",""
"","","","","code_smells","439","False"
"","","","","complexity","1749",""
"","","","","comment_lines","1245",""
"","","","","statements","5537",""
"","","","","lines","20546",""
"","","","","functions","1028",""
"","","","","violations","468","False"
"","","","","comment_lines_density","7.2","False"
"","","","","sqale_rating","1.0","True"
"","","","","ncloc","16064",""
"","","","","files","377",""
"Zackratos/UltimateBar","603","2016-11-25T09:43:46Z","1","files","36",""
"","","","","complexity","128",""
"","","","","ncloc_language_distribution","java=358;kotlin=700;xml=425",""
"","","","","lines","1897",""
"","","","","comment_lines","233",""
"","","","","statements","369",""
"","","","","code_smells","59","False"
"","","","","violations","59","False"
"","","","","ncloc","1483",""
"","","","","functions","57",""
"","","","","sqale_rating","1.0","True"
"","","","","comment_lines_density","13.6","False"
"tommybuonomo/creative-viewpager","599","2018-05-03T22:32:51Z","1","files","35",""
"","","","","complexity","67",""
"","","","","ncloc","1399",""
"","","","","lines","1633",""
"","","","","sqale_rating","1.0","True"
"","","","","ncloc_language_distribution","java=8;kotlin=553;xml=838",""
"","","","","functions","45",""
"","","","","code_smells","6","False"
"","","","","comment_lines","73",""
"","","","","comment_lines_density","5.0","False"
"","","","","violations","6","False"
"","","","","statements","190",""
"patloew/countries","598","2016-03-26T14:11:54Z","4","ncloc","2880",""
"","","","","sqale_rating","1.0","True"
"","","","","violations","22","False"
"","","","","comment_lines","1380",""
"","","","","lines","5077",""
"","","","","ncloc_language_distribution","java=338;kotlin=2141;xml=401",""
"","","","","files","107",""
"","","","","comment_lines_density","32.4","False"
"","","","","complexity","291",""
"","","","","statements","623",""
"","","","","code_smells","22","False"
"","","","","functions","172",""
"LouisCAD/Splitties","597","2016-08-12T14:22:12Z","2","files","320",""
"","","","","complexity","644",""
"","","","","violations","33","False"
"","","","","comment_lines","2419",""
"","","","","comment_lines_density","17.7","False"
"","","","","functions","330",""
"","","","","ncloc_language_distribution","java=17;kotlin=10335;xml=865",""
"","","","","sqale_rating","1.0","True"
"","","","","lines","14314",""
"","","","","ncloc","11217",""
"","","","","code_smells","32","False"
"","","","","statements","2160",""
"InflationX/ViewPump","596","2017-01-07T18:27:58Z","4","sqale_rating","1.0","True"
"","","","","violations","26","False"
"","","","","files","31",""
"","","","","statements","311",""
"","","","","comment_lines_density","15.1","False"
"","","","","code_smells","24","False"
"","","","","ncloc_language_distribution","java=458;kotlin=931;xml=70",""
"","","","","complexity","138",""
"","","","","lines","1811",""
"","","","","comment_lines","259",""
"","","","","functions","96",""
"","","","","ncloc","1459",""
"adisonhuang/awesome-kotlin-android","595","2018-02-25T17:50:15Z","1","sqale_rating","1.0","True"
"","","","","violations","0","True"
"","","","","code_smells","0","True"
"MoyuruAizawa/TimetableLayout","594","2019-01-30T17:42:44Z","1","statements","418",""
"","","","","ncloc_language_distribution","kotlin=984;xml=586",""
"","","","","comment_lines","10",""
"","","","","complexity","155",""
"","","","","files","28",""
"","","","","violations","4","False"
"","","","","code_smells","4","False"
"","","","","ncloc","1570",""
"","","","","sqale_rating","1.0","True"
"","","","","functions","52",""
"","","","","comment_lines_density","0.6","False"
"","","","","lines","1752",""
"Ramotion/navigation-toolbar-android","589","2017-12-29T07:55:06Z","7","comment_lines","428",""
"","","","","violations","15","False"
"","","","","lines","3559",""
"","","","","files","43",""
"","","","","complexity","371",""
"","","","","ncloc","3024",""
"","","","","sqale_rating","1.0","True"
"","","","","ncloc_language_distribution","kotlin=2390;xml=634",""
"","","","","functions","195",""
"","","","","statements","945",""
"","","","","comment_lines_density","12.4","False"
"","","","","code_smells","15","False"
"chiuki/espresso-samples","585","2015-04-26T01:53:32Z","2","lines","2437",""
"","","","","complexity","119",""
"","","","","comment_lines","53",""
"","","","","ncloc_language_distribution","java=422;kotlin=821;xml=838",""
"","","","","violations","11","False"
"","","","","code_smells","9","False"
"","","","","comment_lines_density","2.5","False"
"","","","","statements","337",""
"","","","","ncloc","2081",""
"","","","","functions","91",""
"","","","","sqale_rating","1.0","True"
"","","","","files","139",""
"badoo/MVICore","584","2018-03-12T21:50:29Z","10","violations","0","True"
"","","","","sqale_rating","1.0","True"
"","","","","code_smells","0","True"
"xiprox/ErrorView","581","2014-10-27T14:35:21Z","2","lines","655",""
"","","","","code_smells","0","True"
"","","","","comment_lines","107",""
"","","","","sqale_rating","1.0","True"
"","","","","ncloc_language_distribution","kotlin=332;xml=210",""
"","","","","statements","118",""
"","","","","functions","21",""
"","","","","violations","0","True"
"","","","","files","18",""
"","","","","ncloc","542",""
"","","","","comment_lines_density","16.5","False"
"","","","","complexity","34",""
"wangzailfm/WanAndroidClient","580","2017-12-13T00:27:20Z","1","sqale_rating","1.0","True"
"","","","","functions","223",""
"","","","","complexity","390",""
"","","","","code_smells","9","False"
"","","","","comment_lines","1399",""
"","","","","files","129",""
"","","","","ncloc_language_distribution","kotlin=4778;xml=1411",""
"","","","","comment_lines_density","18.4","False"
"","","","","violations","10","False"
"","","","","statements","1239",""
"","","","","lines","6938",""
"","","","","ncloc","6189",""
"jabbink/PokemonGoBot","579","2016-07-20T12:46:30Z","41","files","52",""
"","","","","code_smells","37","False"
"","","","","lines","5553",""
"","","","","complexity","565",""
"","","","","comment_lines_density","12.3","False"
"","","","","statements","1803",""
"","","","","comment_lines","624",""
"","","","","ncloc","4453",""
"","","","","functions","175",""
"","","","","violations","37","False"
"","","","","ncloc_language_distribution","java=86;kotlin=4229;xml=138",""
"","","","","sqale_rating","1.0","True"
"MarkusAmshove/Kluent","566","2016-02-08T18:27:53Z","28","ncloc","7406",""
"","","","","ncloc_language_distribution","kotlin=7406",""
"","","","","complexity","1035",""
"","","","","lines","9777",""
"","","","","functions","952",""
"","","","","files","196",""
"","","","","violations","26","False"
"","","","","code_smells","26","False"
"","","","","sqale_rating","1.0","True"
"","","","","statements","2993",""
"","","","","comment_lines","62",""
"","","","","comment_lines_density","0.8","False"
"square/AssistedInject","566","2017-06-12T18:13:08Z","9","statements","682",""
"","","","","violations","31","False"
"","","","","lines","5219",""
"","","","","ncloc","4552",""
"","","","","ncloc_language_distribution","java=237;kotlin=4232;xml=83",""
"","","","","files","38",""
"","","","","comment_lines","238",""
"","","","","comment_lines_density","5.0","False"
"","","","","functions","146",""
"","","","","code_smells","31","False"
"","","","","sqale_rating","1.0","True"
"","","","","complexity","214",""
"eycorsican/kitsunebi-android","566","2018-11-10T14:57:56Z","1","violations","19","False"
"","","","","ncloc_language_distribution","kotlin=1468;xml=565",""
"","","","","complexity","168",""
"","","","","sqale_rating","1.0","True"
"","","","","statements","509",""
"","","","","ncloc","2033",""
"","","","","functions","74",""
"","","","","comment_lines","75",""
"","","","","comment_lines_density","3.6","False"
"","","","","code_smells","19","False"
"","","","","lines","2390",""
"","","","","files","44",""
"Tencent/bk-ci","565","2019-05-29T05:00:13Z","9","comment_lines","65473",""
"","","","","sqale_rating","1.0","True"
"","","","","ncloc","193775",""
"","","","","functions","12066",""
"","","","","lines","296323",""
"","","","","code_smells","1835","False"
"","","","","statements","62418",""
"","","","","comment_lines_density","25.3","False"
"","","","","violations","1929","False"
"","","","","ncloc_language_distribution","css=11174;java=1277;js=91120;kotlin=88153;py=215;web=1417;xml=419",""
"","","","","complexity","33836",""
"","","","","files","2116",""
"androidstarters/kotlin-android-starter","557","2016-07-28T10:00:42Z","10","lines","2903",""
"","","","","files","83",""
"","","","","comment_lines_density","14.6","False"
"","","","","violations","8","False"
"","","","","functions","130",""
"","","","","ncloc","2284",""
"","","","","ncloc_language_distribution","kotlin=2026;xml=258",""
"","","","","code_smells","8","False"
"","","","","sqale_rating","1.0","True"
"","","","","statements","453",""
"","","","","comment_lines","391",""
"","","","","complexity","162",""
"niranjan94/show-java","557","2015-03-28T07:43:09Z","5","comment_lines_density","21.1","False"
"","","","","code_smells","17","False"
"","","","","ncloc","7365",""
"","","","","comment_lines","1968",""
"","","","","files","112",""
"","","","","lines","10262",""
"","","","","ncloc_language_distribution","css=157;js=41;kotlin=5294;xml=1873",""
"","","","","statements","1907",""
"","","","","complexity","697",""
"","","","","functions","311",""
"","","","","violations","17","False"
"","","","","sqale_rating","1.0","True"
"kittinunf/Result","556","2015-10-28T12:34:53Z","7","functions","108",""
"","","","","ncloc","859",""
"","","","","comment_lines_density","0.8","False"
"","","","","complexity","152",""
"","","","","lines","1135",""
"","","","","code_smells","10","False"
"","","","","sqale_rating","1.0","True"
"","","","","ncloc_language_distribution","kotlin=859",""
"","","","","statements","576",""
"","","","","files","9",""
"","","","","comment_lines","7",""
"","","","","violations","10","False"
"intellij-solidity/intellij-solidity","550","2017-02-21T13:26:43Z","14","sqale_rating","1.0","True"
"","","","","code_smells","0","True"
"","","","","violations","0","True"
"Kotlin/kotlin-frontend-plugin","548","2016-11-17T19:58:16Z","18","statements","1914",""
"","","","","functions","265",""
"","","","","code_smells","45","False"
"","","","","lines","5767",""
